Generation,Laptime,weight 1,weight 2,weight 3,weight 4,weight 5,weight 6,weight 7,
26,198,1.7232311,1.778569,-0.6120615,0.25569296,-1.049161,-1.1538525,0.14288473,0.0
26,198,1.7232311,1.778569,-0.6120615,1.8828259,-0.18448114,-1.1538525,0.14288473,0.0
26,199,1.7232311,-0.7446642,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
26,199,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
26,200,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,196,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,196,1.7232311,-0.7446642,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,198,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,198,1.7232311,0.5042567,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,198,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,199,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,199,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,200,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,200,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,201,1.7232311,0.5843682,-1.1352303,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
28,195,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.86975,0.14288473,0.0
28,198,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
28,198,1.7232311,1.778569,-0.8767481,0.25569296,0.8426509,-1.1538525,0.14288473,0.0
28,199,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
28,199,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
28,199,1.7232311,1.778569,-0.38278818,0.25569296,1.3418086,-1.1538525,0.14288473,0.0
28,199,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
28,201,1.7232311,0.5042567,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
28,201,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
28,202,1.7232311,1.778569,-0.38278818,1.1518087,-0.18448114,-1.1849024,0.14288473,0.0
29,214,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
29,219,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
29,10,1.7232311,1.778569,0.8249872,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
29,10,1.7232311,1.778569,0.8249872,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
29,206,-1.8875434,1.2379358,0.6991527,0.7022114,-0.18448114,0.9276686,-0.13251877,0.0
29,214,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
29,219,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
29,198,1.7232311,0.6657016,-0.6120615,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
29,198,1.7232311,0.6657016,-0.6120615,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
29,204,1.7232311,0.6657016,-0.6120615,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
